"我⠀";"wǒ";"/I; me; my//me; my; I";"我 (I)";"Other words using this character: 我们 (we)";"❈ 我喜欢唱歌。";"【wǒ xǐhuan chànggē.】
I like to sing.";"❈ 这是我的书。";"【zhè shì wǒ de shū.】
This is my book.";"❈ 我昨天去了公园。";"【wǒ zuótiān qù le gōngyuán.】
I went to the park yesterday.";"🐇 蓝曦臣说：“我会尽力帮助你，无论发生什么。”";"【lánxīchén shuō ： “ wǒhuì jìnlì bāngzhù nǐ, wúlùn fāshēng shénme. ”】
Lan Xichen said, ""I will do my best to help you, no matter what happens.""";"🐇 江澄说：“我不会放弃寻找我的亲人。”";"【jiāngchéng shuō ： “ wǒ bùhuì fàngqì xúnzhǎo wǒ de qīnrén. ”】
Jiang Cheng said, ""I will not give up on finding my family.""";"♻❈ 它们是我的朋友。";"【tāmen shì wǒ de péngyou.】
They are my friends.";"♻❈ 好的，我知道了。";"【hǎo de, wǒ zhīdào le.】
OK, I got it.";"♻❈ 好的，我们现在出发。";"【hǎo de, wǒmen xiànzài chūfā.】
OK, we are leaving now.";"♻❈ 好的，我们开始吧。";"【hǎo de, wǒmen kāishǐ bā.】
OK, let's start."
"我们⠀";"wǒmen";"/we; us; ourselves; our//we; us; ourselves; our";"我 (I)";"Other words using this character: 我 (I)";"们 (plural)";"There are no other HSK words in this level (or before) using this character.";"❈ 我们应该为未来打算。";"【wǒmen yīnggāi wéi wèilái dǎsuàn.】
We should plan for our future.";"❈ 我们需要一起努力。";"【wǒmen xūyào yīqǐ nǔlì.】
We need to work hard together.";"❈ 我们的目标是成功。";"【wǒmen de mùbiāo shì chénggōng.】
Our goal is to succeed.";"❈ 我们应该为社会做贡献。";"【wǒmen yīnggāi wéi shèhuì zuò gòngxiàn.】
We should contribute to society.";"❈ 我们的未来是光明的。";"【wǒmen de wèilái shì guāngmíng de.】
Our future is bright.";"❈ 我们需要努力学习。";"【wǒmen xūyào nǔlìxuéxí.】
We need to study hard.";"🐇 我们要相互帮助，共同进步。";"【wǒmen yào xiānghù bāngzhù, gòngtóngjìnbù.】
We should help each other and progress together.";"🐇 我们应该团结一致，共同对抗强敌。";"【wǒmen yīnggāi tuánjiéyīzhì, gòngtóng duìkàng qiángdí.】
We should unite and fight against the strong enemy together.";"♻❈ 好的，我们现在出发。";"【hǎo de, wǒmen xiànzài chūfā.】
OK, we are leaving now.";"♻❈ 好的，我们开始吧。";"【hǎo de, wǒmen kāishǐ bā.】
OK, let's start.";"♻❈ 好的，我们现在就出发。";"【hǎo de, wǒmen xiànzài jiù chūfā.】
OK, we'll set off now."
"你⠀";"nǐ";"/you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.)//you (informal, as opposed to courteous 您[nín]); you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.)";"你 (you)";"There are no other HSK words in this level (or before) using this character.";"❈ 你今天看起来很开心。";"【nǐ jīntiān kànqǐlai hěn kāixīn.】
You look very happy today.";"❈ 你们两个是我的好朋友。";"【nǐmen liǎnggè shì wǒ de hǎo péngyou.】
You two are my good friends.";"❈ 你能帮我一下吗？";"【nǐ néng bāng wǒ yīxià ma?】
Could you help me?";"🐇 金凌对蓝曦臣说：“你是我最敬爱的舅舅。”";"【jīnlíngduì lánxīchén shuō ： “ nǐ shì wǒ zuì jìngài de jiùjiu. ”】
Jin Ling said to Lan Xichen, ""You are my most respected uncle.""";"🐇 魏无羡对江澄说：“你是我最好的朋友。”";"【wèiwúxiàn duì jiāngchéng shuō ： “ nǐ shì wǒ zuìhǎo de péngyou. ”】
Wei Wuxian said to Jiang Cheng, ""You are my best friend.""";"♻❈ 假如你不来，我就一个人去。";"【jiǎrú nǐ bùlái, wǒ jiù yīgè rénqù.】
If you don't come, I'll go alone.";"♻❈ 假如你不去，我也不去。";"【jiǎrú nǐ bù qù, wǒ yě bù qù.】
If you don't go, I won't go either.";"♻❈ 假如你不喜欢，我就不做了。";"【jiǎrú nǐ bù xǐhuan, wǒ jiù bù zuò le.】
If you don't like it, I won't do it.";"♻🦝 假如我有时间，我会去参加你的生日派对。";"【jiǎrú wǒ yǒu shíjiān, wǒhuì qù cānjiā nǐ de shēngripàiduì.】
If I have time, I will attend your birthday party.";"♻❈ 上帝保佑你。";"【shàngdìbǎoyòu nǐ.】
God bless you."
"他⠀";"tā";"/he; him (used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/(literary) other//he; him (used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/(literary) other";"他 (he)";"There are no other HSK words in this level (or before) using this character.";"❈ 他来自中国。";"【tā láizì zhōngguó.】
He comes from China.";"❈ 他真是个有趣的人。";"【tā zhēnshi gè yǒuqù de rén.】
He is really an interesting person.";"❈ 他是我的好朋友。";"【tā shì wǒ de hǎo péngyou.】
He is my good friend.";"🐇 蓝曦臣对他的弟弟蓝湛很了解。";"【lánxīchén duì tā de dìdi lánzhàn hěn liǎojiě.】
Lan Xichen knows his younger brother Lan Zhan very well.";"🐇 魏无羡对他的朋友都很照顾。";"【wèiwúxiàn duì tā de péngyou dōu hěn zhàogu.】
Wei Wuxian takes good care of his friends.";"♻❈ 假如他不同意，我们就不去。";"【jiǎrú tā bù tóngyì, wǒmen jiù bù qù.】
If he doesn't agree, we won't go.";"♻❈ 假如他来了，我们就开始。";"【jiǎrú tālái le, wǒmen jiù kāishǐ.】
If he comes, we'll start.";"♻❈ 他的儿子是我的学生。";"【tā de érzi shì wǒ de xuésheng.】
His son is my student.";"♻❈ 他有一个儿子。";"【tā yǒu yīgè érzi.】
He has a son."
"她⠀";"tā";"/she//she";"她 (she)";"There are no other HSK words in this level (or before) using this character.";"❈ 她的笑容很温暖。";"【tā de xiàoróng hěn wēnnuǎn.】
Her smile is very warm.";"❈ 她喜欢唱歌。";"【tā xǐhuan chànggē.】
She likes singing.";"❈ 她是我的朋友。";"【tā shì wǒ de péngyou.】
She is my friend.";"❈ 她在图书馆。";"【tā zài túshūguǎn.】
She is in the library."
